state;year;dopen;population;presdemvoteshlag1;demmv;demvoteshlag1;demvoteshlag2;demvoteshfor1;demvoteshfor2;demwinprv1;demwinprv2;dmidterm;dpresdem
New Mexico;1984;0;1416717;37;-12;54;47;63;27;1;0;0;0
New Mexico;1988;0;1490337;39;27;44;54;27;54;0;1;0;0
New Mexico;1990;0;1519933;47;-46;63;44;54;30;1;0;1;0
New Mexico;1994;0;1653329;46;8;27;63;30;62;0;1;1;0
New Mexico;1996;0;1706151;46;-35;54;27;62;35;1;0;0;0
New Mexico;2000;0;1819017;49;23;30;54;35;71;0;1;0;0
New Mexico;2002;0;1855309;48;-30;62;30;71;61;1;0;1;0
New Mexico;2006;0;1962137;49;41;35;62;61;;0;1;1;0
New Mexico;2008;1;2010662;49;23;71;35;;;1;0;0;0
Utah;1914;0;422000;33;-3;;;57;39;;;1;1
Utah;1916;0;436000;33;17;46;;39;49;0;;0;1
Utah;1920;0;453000;59;-18;57;46;49;38;1;0;0;1
Utah;1922;0;467000;39;0;39;57;38;56;0;1;1;0
Utah;1926;0;494000;30;-24;49;39;56;57;1;0;1;0
Utah;1928;0;504000;30;12;38;49;57;53;0;1;0;0
Utah;1932;0;517000;46;15;56;38;53;56;1;0;0;0
Utah;1934;0;522000;57;8;57;56;56;63;1;1;1;1
Utah;1938;0;535000;69;12;53;57;63;60;1;1;1;1
Utah;1940;1;552000;69;26;56;53;60;49;1;1;0;1
Utah;1944;0;605000;62;20;63;56;49;46;1;1;0;1
Utah;1946;0;638000;60;-2;60;63;46;46;1;1;1;1
Utah;1950;0;689000;54;-8;49;60;46;46;0;1;1;1
Utah;1952;0;724000;54;-9;46;49;46;39;0;0;0;1
Utah;1956;0;809000;41;-8;46;46;39;48;0;0;0;0
Utah;1958;0;845000;35;4;46;46;48;57;0;0;1;0
Utah;1962;0;958000;45;-5;39;46;57;46;1;0;1;1
Utah;1964;0;978000;45;15;48;39;46;56;0;1;0;1
Utah;1968;0;1029000;55;-8;57;48;56;44;1;0;0;1
Utah;1970;0;1059273;37;14;46;57;44;43;0;1;1;0
Utah;1974;1;1200471;26;-6;56;46;43;25;1;0;1;0
Utah;1976;1;1274928;26;-13;44;56;25;41;0;1;0;0
Utah;1980;1;1461037;34;-48;43;44;41;27;0;0;0;1
Utah;1982;0;1558314;21;-17;25;43;27;32;0;0;1;0
Utah;1986;0;1662834;25;-46;41;25;32;40;0;0;1;0
Utah;1988;0;1689372;25;-35;27;41;40;29;0;0;0;0
Utah;1992;1;1821498;32;-16;32;27;29;33;0;0;0;0
Utah;1994;1;1930436;25;-42;40;32;33;32;0;0;1;0
Utah;1998;0;2100562;33;-31;29;40;32;28;0;0;1;0
Utah;2000;0;2233183;33;-34;33;29;28;31;0;0;0;0
Utah;2004;0;2401580;26;-40;32;33;31;33;0;0;0;0
Utah;2006;0;2525507;26;-31;28;32;33;;0;0;1;0
Utah;2010;1;2763885;34;-29;31;28;;;0;0;1;0
Wyoming;1916;0;174000;36;6;;;42;57;;;0;1
Wyoming;1918;0;181000;55;-16;51;;57;45;1;;1;1
Wyoming;1922;0;208000;32;15;42;51;45;53;0;1;1;0
Wyoming;1930;0;226000;35;-18;53;45;57;54;1;0;1;0
Wyoming;1934;0;233000;56;14;41;53;54;59;0;1;1;1
Wyoming;1936;0;240000;56;8;57;41;59;45;1;0;0;1
Wyoming;1940;0;250000;61;17;54;57;45;56;1;1;0;1
Wyoming;1942;0;251000;53;-9;59;54;56;57;1;1;1;1
Wyoming;1946;0;254000;49;12;45;59;57;48;0;1;1;1
Wyoming;1952;0;293000;52;-3;57;56;52;51;1;1;0;1
Wyoming;1954;0;293000;37;3;48;57;51;44;0;1;1;0
Wyoming;1958;0;315000;40;2;52;48;44;54;1;0;1;0
Wyoming;1964;0;339000;45;8;44;51;48;56;0;1;0;1
Wyoming;1966;1;323000;57;-4;54;44;56;29;1;0;1;1
Wyoming;1970;0;332416;36;12;48;54;29;45;0;1;1;0
Wyoming;1972;0;347345;36;-43;56;48;45;38;1;0;0;0
Wyoming;1976;0;396952;30;-9;29;56;38;43;0;1;0;0
Wyoming;1978;1;432880;40;-24;45;29;43;22;0;0;1;1
Wyoming;1982;0;506400;28;-13;38;45;22;50;0;0;1;0
Wyoming;1984;0;504896;28;-57;43;38;50;36;0;0;0;0
Wyoming;1988;0;465101;28;-1;22;43;36;39;0;0;0;0
Wyoming;1990;0;453401;38;-28;50;22;39;42;0;0;1;0
Wyoming;1994;1;474982;34;-20;36;50;42;22;0;0;1;0
Wyoming;1996;1;480085;34;-12;39;36;22;27;0;0;0;0
Wyoming;2000;0;493786;37;-52;42;39;27;30;0;0;0;0
Wyoming;2002;0;500017;28;-46;22;42;30;24;0;0;1;0
Wyoming;2008;0;546043;29;-51;30;27;;;0;0;0;0
California;1914;1;2934000;42;-8;;;30;41;;;1;1
California;1916;1;3071000;42;-32;32;;41;24;0;;0;1
California;1920;0;3554000;47;-8;30;32;24;37;0;0;0;1
California;1922;0;3991000;24;-38;41;30;37;18;0;0;1;0
California;1926;0;4929000;8;-26;24;41;18;43;0;0;1;0
California;1928;0;5344000;8;-56;37;24;43;0;0;0;0;0
California;1934;0;6060000;58;-95;43;18;0;0;1;0;1;1
California;1938;1;6656000;67;-55;0;43;0;52;0;1;1;1
California;1946;0;9559000;56;-10;52;0;41;0;1;0;1;1
California;1952;0;11635000;48;-88;41;44;46;57;0;0;0;1
California;1956;0;13713000;43;-8;0;41;57;43;0;0;0;0
California;1962;0;17072000;50;-13;57;46;48;52;1;0;1;1
California;1968;1;19394000;59;5;48;43;54;61;0;0;0;1
California;1970;0;19971069;45;10;52;48;61;47;1;0;1;0
California;1974;0;21173865;42;24;54;52;47;57;1;1;1;0
California;1976;0;21935909;42;-3;61;54;57;45;1;1;0;0
California;1980;1;23667902;48;19;47;61;45;49;0;1;0;1
California;1982;1;24820009;36;-7;57;47;49;44;1;0;1;0
California;1986;0;27102237;41;1;45;57;44;48;0;1;1;0
California;1992;1;30875920;48;5;44;49;47;53;0;1;0;0
California;1994;0;31317179;46;2;48;44;53;56;1;0;1;0
California;1998;0;32682794;51;10;47;48;56;55;1;1;1;0
California;2000;0;33871653;51;19;53;47;55;59;1;1;0;0
California;2004;0;35574576;53;19;56;53;59;52;1;1;0;0
California;2006;0;36021202;54;24;55;56;52;;1;1;1;0
California;2010;0;37253956;61;10;59;55;;;1;1;1;0
Oregon;1914;0;736000;34;10;;;42;44;;;1;1
Oregon;1918;1;763000;46;-12;46;;44;25;1;;1;1
Oregon;1920;0;788000;46;-7;42;46;25;36;0;1;0;1
Oregon;1924;0;856000;34;-41;44;42;36;28;0;0;0;0
Oregon;1926;1;905000;24;-3;25;44;28;39;0;0;1;0
Oregon;1930;0;956000;34;-30;36;25;39;48;0;0;1;0
Oregon;1936;0;1025000;58;-1;39;28;45;23;0;0;0;1
Oregon;1938;1;1067000;64;-10;48;39;23;39;0;0;1;1
Oregon;1944;1;1233000;54;-21;23;45;40;23;0;0;0;1
Oregon;1948;0;1405000;52;-20;39;23;23;50;0;0;0;1
Oregon;1956;0;1698000;39;8;50;23;55;54;1;0;0;0
Oregon;1960;0;1769000;45;9;54;50;54;48;1;1;0;0
Oregon;1962;0;1818000;47;8;55;54;48;50;1;1;1;1
Oregon;1966;1;1969000;64;-4;54;55;50;46;1;1;1;1
Oregon;1968;0;2004000;64;0;48;54;46;45;0;1;0;1
Oregon;1972;1;2197297;44;-8;50;48;45;38;0;0;0;0
Oregon;1974;0;2285013;42;-10;46;50;38;44;0;0;1;0
Oregon;1978;0;2518298;48;-23;45;46;44;33;0;0;1;1
Oregon;1980;1;2633105;48;-8;38;45;33;36;0;0;0;1
Oregon;1984;0;2666588;39;-33;44;38;36;46;0;0;0;0
Oregon;1986;0;2683528;44;-27;33;44;46;46;0;0;1;0
Oregon;1990;0;2858547;51;-7;36;33;46;46;0;0;1;0
Oregon;1996;1;3195087;42;-4;46;46;61;40;0;0;0;0
Oregon;1998;0;3282055;47;27;46;46;40;63;0;0;1;0
Oregon;2002;0;3513424;47;-17;61;46;63;49;1;0;1;0
Oregon;2004;0;3569463;47;32;40;61;49;57;0;1;0;0
Oregon;2008;0;3768748;51;3;63;40;57;;1;0;0;0
Oregon;2010;0;3831074;57;18;49;63;;;1;1;1;0
Washington;1914;0;1231000;27;-11;;;37;18;;;1;1
Washington;1916;0;1255000;27;-18;27;;18;44;0;;0;1
Washington;1920;0;1373000;48;-39;37;27;44;47;0;0;0;1
Washington;1922;0;1415000;21;1;18;37;47;53;0;0;1;0
Washington;1928;0;1551000;10;7;47;44;61;61;0;1;0;0
Washington;1932;0;1584000;31;28;53;47;61;63;1;0;0;0
Washington;1944;1;2092000;58;11;54;63;45;53;1;1;0;1
Washington;1946;1;2288000;57;-9;55;54;53;56;1;1;1;1
Washington;1950;0;2379000;53;7;45;55;56;61;0;1;1;1
Washington;1952;0;2448000;53;13;53;45;61;67;1;0;0;1
Washington;1956;0;2668000;45;22;56;53;67;52;1;1;0;0
Washington;1958;0;2773000;45;36;61;56;52;72;1;1;1;0
Washington;1962;0;2942000;48;5;67;61;72;64;1;1;1;1
Washington;1964;0;2961000;48;44;52;67;64;82;1;1;0;1
Washington;1968;0;3270000;62;29;72;52;82;61;1;1;0;1
Washington;1970;0;3413244;47;66;64;72;61;72;1;1;1;0
Washington;1974;0;3549946;39;25;82;64;72;46;1;1;1;0
Washington;1976;0;3693610;39;48;61;82;46;69;1;1;0;0
Washington;1980;1;4132156;46;-8;72;61;69;51;1;1;0;1
Washington;1986;0;4452720;43;2;69;46;49;54;1;0;1;0
Washington;1988;1;4639893;43;-2;51;69;54;44;1;1;0;0
Washington;1992;1;5139011;50;8;49;51;44;58;0;1;0;0
Washington;1994;0;5334896;43;-11;54;49;58;49;1;0;1;0
Washington;1998;0;5687832;50;17;44;54;49;55;0;1;1;0
Washington;2000;0;5894281;50;0;58;44;55;57;1;0;0;0
Washington;2004;0;6178645;50;12;49;58;57;52;1;1;0;0
Washington;2006;0;6370753;53;17;55;49;52;;1;1;1;0
Washington;2010;0;6724540;58;5;57;55;;;1;1;1;0
Alaska;1960;0;226000;;27;;;58;76;;;0;0
Alaska;1962;0;246000;49;16;63;;76;45;1;;1;1
Alaska;1968;0;285000;66;8;76;58;23;58;1;1;0;1
Alaska;1972;0;324464;43;-55;45;76;58;24;1;1;0;0
Alaska;1974;0;341063;35;17;23;45;24;46;0;1;1;0
Alaska;1978;0;404766;36;-51;58;23;46;28;1;0;1;1
Alaska;1980;1;401851;36;-8;24;58;28;44;0;1;0;1
Alaska;1984;0;513702;26;-43;46;24;44;32;0;0;0;0
Alaska;1986;0;544268;30;-10;28;46;32;38;0;0;1;0
Alaska;1990;0;553120;36;-34;44;28;38;10;0;0;1;0
Alaska;1992;1;587073;36;-15;32;44;10;20;0;0;0;0
Alaska;1996;0;604918;30;-66;38;32;20;11;0;0;0;0
Alaska;2002;0;642337;28;-68;20;10;46;48;0;0;1;0
Alaska;2004;0;659286;28;-1;11;20;48;24;0;0;0;0
Alaska;2008;0;687455;36;1;46;11;24;;0;0;0;0
Alaska;2010;0;710231;38;-52;48;46;;;1;0;1;0
Hawaii;1962;1;684000;50;39;;;46;83;;;1;1
Hawaii;1964;0;700000;50;-7;69;;83;48;1;;0;1
Hawaii;1968;0;734000;79;68;46;69;48;83;0;1;0;1
Hawaii;1970;0;769913;60;-3;83;46;83;54;1;0;1;0
Hawaii;1974;0;867978;38;66;48;83;54;78;0;1;1;0
Hawaii;1976;1;904191;38;13;83;48;78;80;1;0;0;0
Hawaii;1980;1;964691;51;60;54;83;80;74;1;1;0;1
Hawaii;1982;0;993780;45;63;78;54;74;77;1;1;1;0
Hawaii;1986;0;1051762;44;47;80;78;77;57;1;1;1;0
Hawaii;1992;0;1149926;54;30;77;74;72;79;1;1;0;0
Hawaii;1994;0;1173903;48;48;57;77;79;73;1;1;1;0
Hawaii;1998;0;1190472;57;61;72;57;73;76;1;1;1;0
Hawaii;2000;0;1211497;57;48;79;72;76;61;1;1;0;0
Hawaii;2004;0;1273569;56;55;73;79;61;75;1;1;0;0
Hawaii;2006;0;1309731;54;25;76;73;75;;1;1;1;0
Hawaii;2010;0;1360301;72;53;61;76;;;1;1;1;0
